"EventId","EventTemplate","Occurrences"
"E83","('Version', '<*>', 'Starting')","1"
"E84","('mtrr:', '<*>', '<*>')","1"
"E85","('kernel.core_uses_pid', '=', '<*>')","1"
"E86","('klogd', 'startup', 'succeeded')","1"
"E87","('sdpd', 'startup', 'succeeded')","1"
"E88","('restart.',)","7"
"E89","('Authentication', 'failed', 'from', '<*>', '<*>', 'Permission', 'denied', 'in', 'replay', 'cache', 'code')","8"
"E90","('ACPI', 'disabled', 'because', 'your', 'bios', 'is', 'from', '<*>', 'and', 'too', 'old')","1"
"E91","('PCI:', 'PCI', 'BIOS', 'revision', '<*>', 'entry', 'at', '0xfc0ce,', 'last', 'bus=', '<*>')","1"
"E92","('Authentication', 'failed', 'from', '<*>', '<*>', 'Software', 'caused', 'connection', 'abort')","15"
"E93","('warning:', ""can't"", 'get', 'client', 'address:', 'Connection', 'reset', 'by', 'peer')","2"
"E94","('Kernel', 'command', 'line:', 'ro', 'root=', 'LABEL=', '/', 'rhgb', 'quiet')","1"
"E95","('There', 'is', 'already', 'a', 'security', 'framework', 'initialized,', 'register_security', 'failed.')","1"
"E96","('apm:', 'BIOS', 'version', '<*>', 'Flags', '<*>', '(Driver', 'version', '<*>')","1"
"E97","('PID', 'hash', 'table', 'entries:', '<*>', '(order', '<*>', '<*>', 'bytes)')","1"
"E98","('Mount-cache', 'hash', 'table', 'entries:', '<*>', '(order:', '<*>', '<*>', 'bytes)')","1"
"E99","('Dquot-cache', 'hash', 'table', 'entries:', '<*>', '(order', '<*>', '<*>', 'bytes)')","1"
"E100","('Inode-cache', 'hash', 'table', 'entries:', '<*>', '(order:', '<*>', '<*>', 'bytes)')","1"
"E101","('CPU:', '<*>', 'I', 'cache:', '<*>', '<*>', 'D', 'cache:', '<*>')","1"
"E102","('Linux', 'Plug', 'and', 'Play', 'Support', '<*>', '(c)', 'Adam', 'Belay')","1"
"E103","('ACPI:', 'ACPI', 'tables', 'contain', 'no', 'PCI', 'IRQ', 'routing', 'entries')","1"
"E104","('ANONYMOUS', 'FTP', 'LOGIN', 'FROM', '<*>', '(anonymous)')","2"
"E105","('notify', 'question', 'section', 'contains', 'no', 'SOA')","16"
"E106","('Failure', 'registering', 'capabilities', 'with', 'the', 'kernel')","1"
"E107","('PCI:', 'Invalid', 'ACPI-PCI', 'IRQ', 'routing', 'table')","1"
"E108","('Transparent', 'bridge', '-', '<*>', '<*>', '<*>')","1"
"E109","('PCI:', 'Probing', 'PCI', 'hardware', '(bus', '<*>')","1"
"E110","('getpeername', '(ftpd):', 'Transport', 'endpoint', 'is', 'not', 'connected')","4"
"E111","('klogd', '<*>', 'log', 'source', '=', '/proc/kmsg', 'started.')","1"
"E112","('CPU:', 'Intel', 'Pentium', 'III', '(Coppermine)', 'stepping', '<*>')","1"
"E113","('isapnp:', 'No', 'Plug', '&', 'Play', 'device', 'found')","1"
"E114","('Linux', 'agpgart', 'interface', '<*>', '(c)', 'Dave', 'Jones')","1"
"E115","('DMA', 'zone:', '<*>', 'pages,', 'LIFO', 'batch:', '<*>')","1"
"E116","('Normal', 'zone:', '<*>', 'pages,', 'LIFO', 'batch:', '<*>')","1"
"E117","('HighMem', 'zone:', '<*>', 'pages,', 'LIFO', 'batch:', '<*>')","1"
"E118","('You', 'can', 'enable', 'it', 'with', 'acpi=', 'force')","1"
"E119","('CPU', '<*>', 'irqstacks,', 'hard=', '<*>', 'soft=', '<*>')","1"
"E120","('Intel', 'machine', 'check', 'reporting', 'enabled', 'on', 'CPU#0.')","1"
"E121","('Enabling', 'fast', 'FPU', 'save', 'and', 'restore...', 'done.')","1"
"E122","('Enabling', 'unmasked', 'SIMD', 'FPU', 'exception', 'support...', 'done.')","1"
"E123","('Linux', 'version', '<*>', '(bhcompile@bugs.build.redhat.com)', '(gcc', 'version', '<*>', '<*>', '(Red', 'Hat', 'Linux', '<*>', '<*>', 'Sat', 'May', '<*>', '<*>', 'EDT', '<*>')","1"
"E124","('Initializing', 'CPU#0')","1"
"E125","('SELinux:', 'Initializing.')","1"
