"EventId","EventTemplate","Occurrences"
"E29","('NonStart:', 'Checking', 'to', 'ensure', 'startup', 'processing', 'was', 'not', 'required.')","2"
"E30","('<*>', 'Created', 'NT', 'transaction', '(seq', '<*>', 'result', '<*>', '<*>')","3"
"E31","('Expecting', 'attribute', 'name', '[', 'HRESULT', '=', '<*>', 'CBS_E_MANIFEST_INVALID_ITEM]', '')","224"
"E32","('Disabling', 'manifest', 'caching,', 'because', 'the', 'image', 'is', 'not', 'writeable.')","1"
"E33","('SQM:', 'Failed', 'to', 'start', 'upload', 'with', 'file', 'pattern:', 'C:', '\\\\Windows\\\\servicing\\\\sqm\\\\*_std.sqm,', 'flags:', '<*>', 'HRESULT', '=', '<*>', 'E_FAIL]', '')","2"
"E34","('SQM:', 'Failed', 'to', 'start', 'standard', 'sample', 'upload.', '[', 'HRESULT', '=', '<*>', 'E_FAIL]', '')","2"
"E35","('<*>', 'ICSITransaction:', ':', 'Commit', 'calling', 'IStorePendingTransaction:', ':', 'Apply', '-', 'coldpatching=', 'FALSE', 'applyflags=', '<*>')","1"
"E36","('SQM:', 'Queued', '<*>', 'file(s)', 'for', 'upload', 'with', 'pattern:', 'C:', '\\\\Windows\\\\servicing\\\\sqm\\\\*_all.sqm,', 'flags:', '<*>')","2"
"E37","('Read', 'out', 'cached', 'package', 'applicability', 'for', 'package:', '<*>', 'ApplicableState:', '<*>', 'CurrentState:', '<*>')","558"
"E38","('Failed', 'to', 'create', 'backup', 'log', 'cab.', '[', 'HRESULT', '=', '<*>', 'ERROR_INVALID_FUNCTION]', '')","2"
"E39","('Loading', 'offline', 'registry', 'hive:', '<*>', 'into', 'registry', 'key', '<*>', 'from', 'path', '<*>')","8"
"E40","('SQM:', 'Warning:', 'Failed', 'to', 'upload', 'all', 'unsent', 'reports.', '[', 'HRESULT', '=', '<*>', 'E_FAIL]', '')","2"
"E41","('No', 'startup', 'processing', 'required,', 'TrustedInstaller', 'service', 'was', 'not', 'set', 'as', 'autostart,', 'or', 'else', 'a', 'reboot', 'is', 'still', 'pending.')","2"
"E42","('<*>', 'IAdvancedInstallerAwareStore_ResolvePendingTransactions', '(call', '<*>', '(flags', '=', '<*>', 'progress', '=', 'NULL,', 'phase', '=', '<*>', 'pdwDisposition', '=', '<*>')","2"
"E43","('<*>', 'Creating', 'NT', 'transaction', '(seq', '<*>', 'objectname', '[', '<*>', '""(null)""')","3"
"E44","('<*>', 'Store', 'coherency', 'cookie', 'matches', 'last', 'scavenge', 'cookie,', 'skipping', 'scavenge.')","1"
"E45","('Session:', '<*>', 'initialized', 'by', 'client', 'WindowsUpdateAgent.')","608"
"E46","('Session:', '<*>', 'initialized', 'by', 'client', 'SPP.')","1"
"E47","('Reboot', 'mark', 'refs', 'incremented', 'to:', '<*>')","1"
"E48","('Scavenge:', 'Starts')","1"
"E49","('<*>', '<*>', '<*>', '<*>', 'CSI', 'Transaction', '<*>', 'for', 'deployment', 'engine', '<*>', 'with', 'flags', '<*>', 'and', 'client', 'id', '[', '<*>', '<*>', '<*>')","1"
