"EventId","EventTemplate","Occurrences"
"E113","('INT_SRC_OVR', '(bus', '<*>', 'bus_irq', '<*>', 'global_irq', '<*>', 'high', 'level)')","1"
"E114","('scanning', 'scsi', 'channel', '<*>', '[Phy', '<*>', 'for', 'non-raid', 'devices')","1"
"E115","('Reading', 'included', 'configuration', 'file:', '<*>', '[file=', '<*>', '[line=', '<*>')","17"
"E116","('Interpreter', 'enabled')","1"
"E117","('<*>', '<*>')","1"
"E118","('autorun', '...')","2"
"E119","('removing', '<*>')","16"
"E120","('PCI', 'Interrupt', 'Link', '[LNKA]', '(IRQs', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')","1"
"E121","('PCI', 'Interrupt', 'Link', '[LNKC]', '(IRQs', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')","1"
"E122","('Subsystem', 'revision', '<*>')","1"
"E123","('colour', 'VGA+', '<*>')","1"
"E124","('Disabled', 'at', 'runtime.')","1"
"E125","('Disk', 'quotas', 'dquot_6.5.1')","1"
"E126","('RNG', 'not', 'detected')","1"
"E127","('Version', '<*>', 'Starting')","1"
"E128","('<*>', 'cache:', '<*>')","5"
"E129","('Registering', 'netfilter', 'hooks')","1"
"E130","('...', 'autorun', 'DONE.')","2"
"E131","('Autodetecting', 'RAID', 'arrays.')","2"
"E132","('Unregistering', 'netfilter', 'hooks')","1"
"E133","('rpc.statd', 'startup', 'succeeded')","1"
"E134","('portmap', 'startup', 'succeeded')","1"
"E135","('gmetad', 'startup', 'succeeded')","1"
"E136","('Starting', 'ts_fixup:', 'succeeded')","1"
"E137","('syslog-ng', 'startup', 'succeeded')","1"
"E138","('xinetd', 'startup', 'succeeded')","1"
"E139","('connection', 'from', '<*>')","2"
"E140","('PCI', 'Hot', 'Plug', 'PCI', 'Core', 'version:', '<*>')","1"
"E141","('PE/PV', 'Model:', '<*>', 'SCSI', 'BP', 'Rev:', '<*>')","1"
"E142","('Unknown', 'cmd', 'fd(5)', '<*>', 'arg(ffffda44)', 'on', '/dev/sda')","1"
"E143","('Server', 'listening', 'on', ':', ':', 'port', '<*>')","1"
"E144","('Using', 'software', 'bounce', 'buffering', 'for', 'IO', '(SWIOTLB)')","1"
"E145","('PS/2', 'mouse', 'device', 'common', 'for', 'all', 'mice')","1"
"E146","('Hash', 'tables', 'configured', '(established', '<*>', 'bind', '<*>')","1"
"E147","('md', 'driver', '<*>', 'MAX_MD_DEVS=', '<*>', 'MD_SB_DISKS=', '<*>')","1"
"E148","('not', 'allocating', 'divert_blk', 'for', 'non-ethernet', 'device', 'lo')","1"
"E149","('not', 'allocating', 'divert_blk', 'for', 'non-ethernet', 'device', 'sit0')","1"
"E150","('Wait', 'for', 'ready', 'failed', 'before', 'probe', '!')","6"
"E151","('probe', 'of', 'vesafb0', 'failed', 'with', 'error', '<*>')","1"
"E152","('Initializing.',)","1"
"E153","('initialized',)","1"
"E154","('passed.',)","1"
"E155","('succeeded',)","2"
"E156","('<*>', '(Release', 'Date:', 'Fri', 'Dec', '<*>', '<*>', '<*>', '<*>', 'EST', '<*>')","1"
"E157","('<*>', '(Release', 'Date:', 'Mon', 'Sep', '<*>', '<*>', '<*>', '<*>', 'EDT', '<*>')","1"
"E158","('Warning:', 'we', 'failed', 'to', 'resolve', 'data', 'source', 'name', 'dadmin2', 'dadmin3', 'dadmin4')","1"
"E159","('Cannot', 'open', 'file', '/dev/logsurfer', 'for', 'writing', '(No', 'such', 'file', 'or', 'directory)')","1"
"E160","('Warning:', 'we', 'failed', 'to', 'resolve', 'data', 'source', 'name', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')","33"
"E161","('RRD_update', '(/var/lib/ganglia/rrds/unspecified/badmin3/disk_total.rrd):', 'illegal', 'attempt', 'to', 'update', 'using', 'time', '<*>', 'when', 'last', 'update', 'time', 'is', '<*>', '(minimum', 'one', 'second', 'step)')","1"
