"EventId","EventTemplate","Occurrences"
"E20","[instance: b<*>-fe<*>a-<*>b-b<*>cc-<*>e<*>b<*>cd<*>d] Took <*>.<*> seconds to <:*:> the instance on the hypervisor.","1"
"E21","[instance: b<*>-fe<*>a-<*>b-b<*>cc-<*>e<*>b<*>cd<*>d] Took <*>.<*> seconds to deallocate network for instance.","1"
"E22","Unknown base file: /var/lib/nova/instances/ base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>","30"
"E23","Removable base files: /var/lib/nova/instances/ base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>","30"
"E24","Removing base or swap file: /var/lib/nova/instances/ base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>","21"
"E25","HTTP exception thrown: No instances found for any event","21"
"E26","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","1"
"E27","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Total memory: <*> MB, used: <*>.<*> MB","1"
"E28","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] <:*:> <:*:> <:*:> MB, <:*:> <*>.<*> MB","1"
"E29","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Total disk: <*> GB, used: <*>.<*> GB","1"
"E30","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] disk limit not specified, defaulting to unlimited","1"
"E31","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Total <:*:> <*> <:*:> used: <*>.<*> <:*:>","1"
"E32","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] <:*:> limit not specified, defaulting to unlimited","1"
"E33","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Claim successful","1"
"E34","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] <:*:> <:*:>","1"
"E35","[instance: <:*:> VM <:*:> (Lifecycle Event)","104"
"E36","[instance: <:*:> During sync power state the instance has a pending task (spawning). Skip.","41"
"E37","Creating event network-vif-plugged: <:*:> for instance <:*:>","21"
"E38","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Instance spawned successfully.","1"
"E39","[instance: <:*:> Took <*>.<*> seconds to <:*:> the instance on the hypervisor.","41"
"E40","[instance: <:*:> Took <*>.<*> seconds to build instance.","21"
"E41","Successfully synced instances from host 'cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us'.","2"
"E42","[instance: <:*:> Terminating instance","21"
"E43","Running instance usage audit for host cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us from <*>-<*>-<*> <*>: <*>: <*> to <*>-<*>-<*> <*>: <*>: <*>. <*> instances.","1"
"E44","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] Instance <:*:> successfully.","1"
"E45","[instance: <:*:> Deleting instance files <:*:> del","20"
"E46","[instance: <*>abccce-<*>d<*>f-<*>e<*>-b<*>d<*>-<*>b<*>ab<*>e<*>b<*>] <:*:> <:*:> <:*:>","1"
"E47","[instance: <:*:> Took <*>.<*> seconds to deallocate network for instance.","20"
"E48","[instance: <:*:> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","20"
"E49","[instance: <:*:> Total <:*:> <*> <:*:> used: <*>.<*> <:*:>","60"
"E50","[instance: <:*:> <:*:> <:*:> <:*:> MB, <:*:> <*>.<*> MB","20"
"E51","[instance: <:*:> <:*:> limit not specified, defaulting to unlimited","40"
"E52","[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Claim successful","1"
"E53","[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] <:*:> <:*:>","1"
"E54","[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Instance spawned successfully.","1"
"E55","[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] Instance <:*:> successfully.","1"
"E56","[instance: b<*>ef<*>-ba<*>d-<*>ae-bf<*>a-<*>cba<*>a<*>] <:*:> <:*:> <:*:>","1"
"E57","Base or swap file too young to remove: /var/lib/nova/instances/ base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>","9"
"E58","[instance: <*>dc<*>-<*>-<*>cc-<*>e-<*>b<*>c<*>dcf] Claim successful","1"
"E59","[instance: <*>dc<*>-<*>-<*>cc-<*>e-<*>b<*>c<*>dcf] <:*:> <:*:>","1"
"E60","[instance: <*>dc<*>-<*>-<*>cc-<*>e-<*>b<*>c<*>dcf] Instance spawned successfully.","1"
"E61","[instance: <*>dc<*>-<*>-<*>cc-<*>e-<*>b<*>c<*>dcf] Instance <:*:> successfully.","1"
"E62","[instance: <*>dc<*>-<*>-<*>cc-<*>e-<*>b<*>c<*>dcf] <:*:> <:*:> <:*:>","1"
"E63","[instance: <*>-<*>b-<*>f<*>-<*>-<*>fc<*>b<*>a<*>c] Claim successful","1"
"E64","[instance: <*>-<*>b-<*>f<*>-<*>-<*>fc<*>b<*>a<*>c] <:*:> <:*:>","1"
"E65","[instance: <*>-<*>b-<*>f<*>-<*>-<*>fc<*>b<*>a<*>c] Instance spawned successfully.","1"
"E66","[instance: <*>-<*>b-<*>f<*>-<*>-<*>fc<*>b<*>a<*>c] Instance <:*:> successfully.","1"
"E67","[instance: <*>-<*>b-<*>f<*>-<*>-<*>fc<*>b<*>a<*>c] <:*:> <:*:> <:*:>","1"
"E68","[instance: <*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>] Claim successful","1"
"E69","[instance: <*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>] <:*:> <:*:>","1"
"E70","[instance: <*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>] Instance spawned successfully.","1"
"E71","[instance: <*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>] Instance <:*:> successfully.","1"
"E72","[instance: <*>e<*>cc<*>f-<*>cb<*>-<*>d<*>-<*>c-f<*>a<*>d<*>f<*>c<*>] <:*:> <:*:> <:*:>","1"
"E73","[instance: af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>] Claim successful","1"
"E74","[instance: af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>] <:*:> <:*:>","1"
"E75","[instance: af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>] Instance spawned successfully.","1"
"E76","[instance: af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>] Instance <:*:> successfully.","1"
"E77","[instance: af<*>f<*>-f<*>d<*>-<*>-b<*>-c<*>c<*>aa<*>] <:*:> <:*:> <:*:>","1"
"E78","[instance: ae<*>a<*>b<*>d-eec<*>-<*>bb-b<*>a-c<*>d<*>b<*>f] Claim successful","1"
"E79","[instance: ae<*>a<*>b<*>d-eec<*>-<*>bb-b<*>a-c<*>d<*>b<*>f] <:*:> <:*:>","1"
"E80","The instance sync for host 'cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us' did not match. Re-created its InstanceList.","5"
"E81","[instance: ae<*>a<*>b<*>d-eec<*>-<*>bb-b<*>a-c<*>d<*>b<*>f] Instance spawned successfully.","1"
"E82","[instance: ae<*>a<*>b<*>d-eec<*>-<*>bb-b<*>a-c<*>d<*>b<*>f] Instance <:*:> successfully.","1"
"E83","[instance: ae<*>a<*>b<*>d-eec<*>-<*>bb-b<*>a-c<*>d<*>b<*>f] <:*:> <:*:> <:*:>","1"
"E84","[instance: <*>-<*>f<*>-<*>da<*>-b<*>ee-<*>d<*>cc<*>e<*>] Claim successful","1"
"E85","[instance: <*>-<*>f<*>-<*>da<*>-b<*>ee-<*>d<*>cc<*>e<*>] <:*:> <:*:>","1"
"E86","[instance: <*>-<*>f<*>-<*>da<*>-b<*>ee-<*>d<*>cc<*>e<*>] Instance spawned successfully.","1"
"E87","[instance: <*>-<*>f<*>-<*>da<*>-b<*>ee-<*>d<*>cc<*>e<*>] Instance <:*:> successfully.","1"
"E88","[instance: <*>-<*>f<*>-<*>da<*>-b<*>ee-<*>d<*>cc<*>e<*>] <:*:> <:*:> <:*:>","1"
"E89","[instance: fecdd<*>a<*>-<*>ca<*>-<*>c<*>-<*>-<*>b<*>f<*>e] Claim successful","1"
"E90","[instance: fecdd<*>a<*>-<*>ca<*>-<*>c<*>-<*>-<*>b<*>f<*>e] <:*:> <:*:>","1"
"E91","[instance: fecdd<*>a<*>-<*>ca<*>-<*>c<*>-<*>-<*>b<*>f<*>e] Instance spawned successfully.","1"
"E92","[instance: fecdd<*>a<*>-<*>ca<*>-<*>c<*>-<*>-<*>b<*>f<*>e] Instance <:*:> successfully.","1"
"E93","[instance: fecdd<*>a<*>-<*>ca<*>-<*>c<*>-<*>-<*>b<*>f<*>e] <:*:> <:*:> <:*:>","1"
"E94","[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Claim successful","1"
"E95","[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] <:*:> <:*:>","1"
"E96","[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Instance spawned successfully.","1"
"E97","[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] Instance <:*:> successfully.","1"
"E98","[instance: <*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf] <:*:> <:*:> <:*:>","1"
"E99","[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Claim successful","1"
"E100","[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] <:*:> <:*:>","1"
"E101","[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Instance spawned successfully.","1"
"E102","[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] Instance <:*:> successfully.","1"
"E103","[instance: d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c] <:*:> <:*:> <:*:>","1"
"E104","[instance: <*>ea<*>-cbf<*>-<*>f<*>e-<*>fe-<*>fd<*>f<*>] Claim successful","1"
"E105","[instance: <*>ea<*>-cbf<*>-<*>f<*>e-<*>fe-<*>fd<*>f<*>] <:*:> <:*:>","1"
"E106","[instance: <*>ea<*>-cbf<*>-<*>f<*>e-<*>fe-<*>fd<*>f<*>] Instance spawned successfully.","1"
"E107","[instance: <*>ea<*>-cbf<*>-<*>f<*>e-<*>fe-<*>fd<*>f<*>] Instance <:*:> successfully.","1"
"E108","[instance: <*>ea<*>-cbf<*>-<*>f<*>e-<*>fe-<*>fd<*>f<*>] <:*:> <:*:> <:*:>","1"
"E109","[instance: <*>c<*>b-c<*>b-<*>c<*>-b<*>-<*>afe<*>f<*>ff<*>] Claim successful","1"
"E110","[instance: <*>c<*>b-c<*>b-<*>c<*>-b<*>-<*>afe<*>f<*>ff<*>] <:*:> <:*:>","1"
"E111","[instance: <*>c<*>b-c<*>b-<*>c<*>-b<*>-<*>afe<*>f<*>ff<*>] Instance spawned successfully.","1"
"E112","[instance: <*>c<*>b-c<*>b-<*>c<*>-b<*>-<*>afe<*>f<*>ff<*>] Instance <:*:> successfully.","1"
"E113","[instance: <*>c<*>b-c<*>b-<*>c<*>-b<*>-<*>afe<*>f<*>ff<*>] <:*:> <:*:> <:*:>","1"
"E114","[instance: bf<*>c<*>d-f<*>-<*>-a<*>e-e<*>da<*>e] Claim successful","1"
"E115","[instance: bf<*>c<*>d-f<*>-<*>-a<*>e-e<*>da<*>e] <:*:> <:*:>","1"
"E116","While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor.","1"
"E117","[instance: bf<*>c<*>d-f<*>-<*>-a<*>e-e<*>da<*>e] Instance spawned successfully.","1"
"E118","[instance: bf<*>c<*>d-f<*>-<*>-a<*>e-e<*>da<*>e] Instance <:*:> successfully.","1"
"E119","[instance: bf<*>c<*>d-f<*>-<*>-a<*>e-e<*>da<*>e] <:*:> <:*:> <:*:>","1"
"E120","[instance: be<*>e<*>-<*>cc<*>-<*>f<*>-<*>-<*>c<*>a<*>a<*>bc] Claim successful","1"
"E121","[instance: be<*>e<*>-<*>cc<*>-<*>f<*>-<*>-<*>c<*>a<*>a<*>bc] <:*:> <:*:>","1"
"E122","[instance: be<*>e<*>-<*>cc<*>-<*>f<*>-<*>-<*>c<*>a<*>a<*>bc] Instance spawned successfully.","1"
"E123","[instance: be<*>e<*>-<*>cc<*>-<*>f<*>-<*>-<*>c<*>a<*>a<*>bc] Instance <:*:> successfully.","1"
"E124","[instance: be<*>e<*>-<*>cc<*>-<*>f<*>-<*>-<*>c<*>a<*>a<*>bc] <:*:> <:*:> <:*:>","1"
"E125","[instance: a<*>cf<*>-<*>bb-<*>-a<*>d-<*>c<*>ac<*>a<*>d] Claim successful","1"
"E126","[instance: a<*>cf<*>-<*>bb-<*>-a<*>d-<*>c<*>ac<*>a<*>d] <:*:> <:*:>","1"
"E127","[instance: a<*>cf<*>-<*>bb-<*>-a<*>d-<*>c<*>ac<*>a<*>d] Instance spawned successfully.","1"
"E128","[instance: a<*>cf<*>-<*>bb-<*>-a<*>d-<*>c<*>ac<*>a<*>d] Instance <:*:> successfully.","1"
"E129","[instance: a<*>cf<*>-<*>bb-<*>-a<*>d-<*>c<*>ac<*>a<*>d] <:*:> <:*:> <:*:>","1"
"E130","[instance: d<*>a<*>b-<*>-<*>-bdcc-<*>b<*>d<*>d] Claim successful","1"
"E131","[instance: d<*>a<*>b-<*>-<*>-bdcc-<*>b<*>d<*>d] <:*:> <:*:>","1"
"E132","[instance: d<*>a<*>b-<*>-<*>-bdcc-<*>b<*>d<*>d] Instance spawned successfully.","1"
"E133","[instance: d<*>a<*>b-<*>-<*>-bdcc-<*>b<*>d<*>d] Instance <:*:> successfully.","1"
"E134","[instance: d<*>a<*>b-<*>-<*>-bdcc-<*>b<*>d<*>d] <:*:> <:*:> <:*:>","1"
"E135","[instance: d<*>b<*>bd<*>-<*>-<*>-<*>-fffdd<*>ea<*>e] Claim successful","1"
"E136","[instance: d<*>b<*>bd<*>-<*>-<*>-<*>-fffdd<*>ea<*>e] <:*:> <:*:>","1"
"E137","[instance: d<*>b<*>bd<*>-<*>-<*>-<*>-fffdd<*>ea<*>e] Instance spawned successfully.","1"
"E138","[instance: d<*>b<*>bd<*>-<*>-<*>-<*>-fffdd<*>ea<*>e] Instance <:*:> successfully.","1"
"E139","[instance: d<*>b<*>bd<*>-<*>-<*>-<*>-fffdd<*>ea<*>e] <:*:> <:*:> <:*:>","1"
"E140","[instance: <*>e<*>a-<*>fe<*>-<*>-<*>b<*>-<*>ac<*>e<*>] Claim successful","1"
"E141","[instance: <*>e<*>a-<*>fe<*>-<*>-<*>b<*>-<*>ac<*>e<*>] <:*:> <:*:>","1"
"E142","[instance: <*>e<*>a-<*>fe<*>-<*>-<*>b<*>-<*>ac<*>e<*>] Instance spawned successfully.","1"
"E143","[instance: <*>e<*>a-<*>fe<*>-<*>-<*>b<*>-<*>ac<*>e<*>] Instance <:*:> successfully.","1"
"E144","[instance: <*>e<*>a-<*>fe<*>-<*>-<*>b<*>-<*>ac<*>e<*>] <:*:> <:*:> <:*:>","1"
"E145","[instance: c<*>f<*>f<*>-<*>c-<*>ea<*>-b<*>e<*>-<*>edfcfbf] Claim successful","1"
"E146","[instance: c<*>f<*>f<*>-<*>c-<*>ea<*>-b<*>e<*>-<*>edfcfbf] <:*:> <:*:>","1"
"E147","[instance: c<*>f<*>f<*>-<*>c-<*>ea<*>-b<*>e<*>-<*>edfcfbf] Instance spawned successfully.","1"
"E148","[instance: c<*>f<*>f<*>-<*>c-<*>ea<*>-b<*>e<*>-<*>edfcfbf] Instance <:*:> successfully.","1"
"E149","[instance: c<*>f<*>f<*>-<*>c-<*>ea<*>-b<*>e<*>-<*>edfcfbf] <:*:> <:*:> <:*:>","1"
"E150","[instance: faf<*>ea-cba<*>-<*>e<*>b-<*>f<*>-<*>a<*>bc<*>f] Claim successful","1"
"E151","[instance: faf<*>ea-cba<*>-<*>e<*>b-<*>f<*>-<*>a<*>bc<*>f] <:*:> <:*:>","1"
"E152","[instance: faf<*>ea-cba<*>-<*>e<*>b-<*>f<*>-<*>a<*>bc<*>f] Instance spawned successfully.","1"
"E153","[instance: faf<*>ea-cba<*>-<*>e<*>b-<*>f<*>-<*>a<*>bc<*>f] Instance <:*:> successfully.","1"
