"LineId","Time","Component","Pid","Content","EventId","EventTemplate"
"78","20171223-22:15:35:98","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13121##27179330","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"79","20171223-22:15:35:98","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7017##548365##8661##13216##27179417","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"80","20171223-22:15:35:98","Step_LSC","30002312","onStandStepChanged 3589","E1","onStandStepChanged <:NUM:>"
"81","20171223-22:15:35:104","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=126989","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"82","20171223-22:15:35:112","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"83","20171223-22:15:35:112","Step_StandReportReceiver","30002312","REPORT : 7017 5010 150304 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"84","20171223-22:15:35:198","Step_LSC","30002312","onStandStepChanged 3589","E1","onStandStepChanged <:NUM:>"
"85","20171223-22:15:35:201","Step_LSC","30002312","onExtend:1514038536000 0 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"86","20171223-22:15:35:348","Step_LSC","30002312","onStandStepChanged 3590","E1","onStandStepChanged <:NUM:>"
"87","20171223-22:15:35:352","Step_LSC","30002312","onExtend:1514038536000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"88","20171223-22:15:35:413","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7017##548365##8661##13216##27179417","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"89","20171223-22:15:35:413","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7018##548365##8661##13311##27179732","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"90","20171223-22:15:35:418","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127011","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"91","20171223-22:15:35:421","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"92","20171223-22:15:35:421","Step_StandReportReceiver","30002312","REPORT : 7018 5010 150325 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"93","20171223-22:15:35:848","Step_LSC","30002312","onStandStepChanged 3591","E1","onStandStepChanged <:NUM:>"
"94","20171223-22:15:35:852","Step_LSC","30002312","onExtend:1514038536000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"95","20171223-22:15:36:149","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7018##548365##8661##13311##27179732","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"96","20171223-22:15:36:149","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"97","20171223-22:15:36:154","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127032","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"98","20171223-22:15:36:157","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"99","20171223-22:15:36:157","Step_StandReportReceiver","30002312","REPORT : 7019 5011 150346 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"100","20171223-22:15:36:356","Step_LSC","30002312","onStandStepChanged 3592","E1","onStandStepChanged <:NUM:>"
"101","20171223-22:15:36:365","Step_LSC","30002312","onExtend:1514038537000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"102","20171223-22:15:36:657","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"103","20171223-22:15:36:657","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"104","20171223-22:15:36:668","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127054","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"105","20171223-22:15:36:672","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"106","20171223-22:15:36:673","Step_StandReportReceiver","30002312","REPORT : 7020 5012 150368 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"107","20171223-22:15:37:351","Step_LSC","30002312","onStandStepChanged 3593","E1","onStandStepChanged <:NUM:>"
"108","20171223-22:15:37:361","Step_LSC","30002312","onExtend:1514038538000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"109","20171223-22:15:37:652","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"110","20171223-22:15:37:653","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"111","20171223-22:15:37:666","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127075","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"112","20171223-22:15:37:670","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"113","20171223-22:15:37:671","Step_StandReportReceiver","30002312","REPORT : 7021 5012 150389 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"114","20171223-22:15:37:848","Step_LSC","30002312","onStandStepChanged 3594","E1","onStandStepChanged <:NUM:>"
"115","20171223-22:15:37:858","Step_LSC","30002312","onExtend:1514038538000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"116","20171223-22:15:38:149","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"117","20171223-22:15:38:149","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"118","20171223-22:15:38:159","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127097","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"119","20171223-22:15:38:164","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"120","20171223-22:15:38:164","Step_StandReportReceiver","30002312","REPORT : 7022 5013 150411 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"121","20171223-22:15:38:349","Step_LSC","30002312","onStandStepChanged 3595","E1","onStandStepChanged <:NUM:>"
"122","20171223-22:15:38:361","Step_LSC","30002312","onExtend:1514038539000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"123","20171223-22:15:38:653","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"124","20171223-22:15:38:654","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"125","20171223-22:15:38:665","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127118","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"126","20171223-22:15:38:669","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"127","20171223-22:15:38:669","Step_StandReportReceiver","30002312","REPORT : 7023 5014 150432 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"128","20171223-22:15:38:850","Step_LSC","30002312","onStandStepChanged 3596","E1","onStandStepChanged <:NUM:>"
"129","20171223-22:15:38:868","Step_LSC","30002312","onExtend:1514038539000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"130","20171223-22:15:39:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"131","20171223-22:15:39:151","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"132","20171223-22:15:39:155","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127139","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"133","20171223-22:15:39:156","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"134","20171223-22:15:39:156","Step_StandReportReceiver","30002312","REPORT : 7024 5015 150454 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"135","20171223-22:15:39:348","Step_LSC","30002312","onStandStepChanged 3597","E1","onStandStepChanged <:NUM:>"
"136","20171223-22:15:39:354","Step_LSC","30002312","onExtend:1514038540000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"137","20171223-22:15:39:655","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"138","20171223-22:15:39:656","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"139","20171223-22:15:39:665","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127161","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"140","20171223-22:15:39:669","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"141","20171223-22:15:39:669","Step_StandReportReceiver","30002312","REPORT : 7025 5015 150475 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"142","20171223-22:15:40:349","Step_LSC","30002312","onStandStepChanged 3598","E1","onStandStepChanged <:NUM:>"
"143","20171223-22:15:40:365","Step_LSC","30002312","onExtend:1514038541000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"144","20171223-22:15:40:652","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"145","20171223-22:15:40:653","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"146","20171223-22:15:40:668","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127182","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"147","20171223-22:15:40:675","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"148","20171223-22:15:40:676","Step_StandReportReceiver","30002312","REPORT : 7026 5016 150496 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"149","20171223-22:15:40:848","Step_LSC","30002312","onStandStepChanged 3599","E1","onStandStepChanged <:NUM:>"
"150","20171223-22:15:40:852","Step_LSC","30002312","onExtend:1514038541000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"151","20171223-22:15:41:149","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"152","20171223-22:15:41:149","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"153","20171223-22:15:41:152","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127204","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"154","20171223-22:15:41:153","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
