"EventId","EventTemplate","Occurrences"
"E59","Captive: CNPluginHandler en0: Evaluating","1"
"E60","tcp connection destination perform socket connect <:NUM:> connectx to <*>:<:NUM:>@<:NUM:> failed: [<:NUM:>] Network is down","1"
"E61","AirPort: Link Down on en0. Reason <:NUM:> (Disassociated because station leaving).","5"
"E62","USBMSC Identifier (non-unique): <:NUM:> <:HEX:> <:HEX:> <:HEX:>, <:NUM:>","12"
"E63","CCXPCService::setStreamEventHandler Registered for notification callback.","2"
"E64","[<:NUM:>/<:NUM:>:WARNING:dns config service posix.cc(<:NUM:>)] Failed to read DnsConfig.","4"
"E65","Saw change in network reachability (isReachable=<:NUM:>)","4"
"E66","[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<:HEX:>)","8"
"E67","en0: <:*:> changed to <:*:>","35"
"E68","dnssd clientstub ConnectToServer: connect()-> No of tries: <:NUM:>","44"
"E69","-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID","3"
"E70","RTC: Maintenance <:NUM:>/<:NUM:>/<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>, sleep <:NUM:>/<:NUM:>/<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>","5"
"E71","RTC: PowerByCalendarDate setting ignored","11"
"E72","Location icon should now be in state <:*:>","36"
"E73","en0: <:NUM:>.11d country code set to 'X3'.","1"
"E74","ARPT: <:NUM:>.<:NUM:>: wl0: setup keepalive: Seq: <:NUM:>, Ack: <:NUM:>, Win size: <:NUM:>","8"
"E75","QQ(<:NUM:>) deny mach-lookup <*>","6"
"E76","[HID] [MT] AppleMultitouchDevice::willTerminate entered","3"
"E77","[BluetoothHIDDeviceController] EventServiceDisconnectedCallback","1"
"E78","PMStats: Hibernate read took <:NUM:> ms","1"
"E79","dnssd clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:<:NUM:> Err:<:NUM:> Errno:<:NUM:> Operation not permitted","13"
"E80","pages <:NUM:>, wire <:NUM:>, act <:NUM:>, inact <:NUM:>, cleaned <:NUM:> spec <:NUM:>, zf <:NUM:>, throt <:NUM:>, compr <:NUM:>, xpmapped <:NUM:>","4"
"E81","VDCAssistant: Found a camera (<:HEX:>) , but was not able to start it up (<:HEX:> -- (os/kern) successful)","1"
"E82","handle will sleep auth and shield windows: Reordering authw <:HEX:>(<:NUM:>) (lock state: <:NUM:>)","1"
"E83","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<:HEX:> ticketStore=<KSPersistentTicketStore:<:HEX:> store=<KSKeyedPersistentStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:<:HEX:> delegate=<KSUpdateEngine:<:HEX:>> isProcessing=NO actionsCompleted=<:NUM:> progress=<:NUM:>.<:NUM:> errors=<:NUM:> currentActionErrors=<:NUM:> events=<:NUM:> currentActionEvents=<:NUM:> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=<:NUM:> >","1"
"E84","-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <:HEX:>>.","20"
"E85","Error returned from iconservicesagent: (null)","13"
"E86","tcp connection tls session error callback imp <:NUM:> tcp connection tls session callback write block invoke.<:NUM:> error <:NUM:>","8"
"E87","SecOSStatusWith error:[<:NUM:>] Error Domain=NSOSStatusErrorDomain Code=<:NUM:> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","5"
"E88","send datagram available ping: pid <:NUM:> failed to act on a ping it dequeued before timing out.","26"
"E89","WARNING: Type1 font data isn't in the correct format required by the Adobe Type <:NUM:> Font Format specification.","1"
"E90","<*>://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11: scheduler evaluate activity told me to run this job; however, but the start time isn't for <:NUM:> seconds. Ignoring.","1"
"E91","device generate desktop screenshot: authw <:HEX:>(<:NUM:>), shield <:HEX:>(<:NUM:>)","3"
"E92","[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<:NUM:>].]","5"
"E93","NETWORK: requery, <:NUM:>, <:NUM:>, <:NUM:>, <:NUM:>, <:NUM:>, items, fQueryRetries, <:NUM:>, fLastRetryTimestamp, <:NUM:>.<:NUM:>","17"
"E94","Previous sleep cause: <:NUM:>","15"
"E95","Wake reason: RTC (Alarm)","1"
"E96","AppleThunderboltNHIType2::prePCIWake - power up complete - took <:NUM:> us","15"
"E97","network changed: v4(en0-:<*>) v6(en0:<:NUM:>:f140:<:NUM:>:<:NUM:>:<:ID:>) DNS! Proxy SMB","2"
"E98","hibernate page list setall found pageCount <:NUM:>","2"
"E99","[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key","2"
"E100","[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <:HEX:>","1"
"E101","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""<*>"" using engine <KSUpdateEngine:<:HEX:> ticketStore=<KSPersistentTicketStore:<:HEX:> store=<KSKeyedPersistentStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:<:HEX:> delegate=<KSUpdateEngine:<:HEX:>> isProcessing=NO actionsCompleted=<:NUM:> progress=<:NUM:>.<:NUM:> errors=<:NUM:> currentActionErrors=<:NUM:> events=<:NUM:> currentActionEvents=<:NUM:> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=<:NUM:> >","1"
"E102","<:NUM:>/<:NUM:>/<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> | I | VoipWrapper | DAVEngineImpl.cpp:<:NUM:>:Close | close video chat. llFriendUIN = ******<:NUM:>.","1"
"E103","ARPT: <:NUM:>.<:NUM:>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': <:*:> 'TimeRemaining': <:NUM:>,","1"
"E104","Bluetooth -- LE is supported - Disable LE meta event","11"
"E105","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> : Discoverable mode changed to Off","2"
"E106","tcp connection handle connect conditions bad <:NUM:> failed: <:NUM:> - No network route","18"
"E107","Captive: CNPluginHandler en0: <:*:>","14"
"E108","ARPT: <:NUM:>.<:NUM:>: wl0: setup keepalive: Local IP: <*>","1"
"E109","TBT W (<:NUM:>): <:HEX:> [x]","4"
"E110","network changed: DNS* Proxy","3"
"E111","ASL Sender Statistics","9"
"E112","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: <:NUM:>","1"
"E113","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.","2"
"E114","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> ksfetch[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] main() ksfetch fetching URL (<NSMutableURLRequest: <:HEX:>> { URL: https://<*>/service/update2?cup2hreq=<:SEQ:>&cup2key=<:NUM:>:<:NUM:> }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download","1"
"E115","Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = <:NUM:>: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>","15"
"E116","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] <<<< IQ-CA >>>> piqca setUsePreQueue: (<:HEX:>) rejecting report of layer being serviced - IQ has not yet begun to update","4"
"E117","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] itemasync SetProperty signalled err=<:NUM:> (kFigBaseObjectError Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer Async.c line <:NUM:>","1"
"E118","KeychainGetICDPStatus: keychain: <:NUM:>","14"
"E119","host connection <NSXPCConnection: <:HEX:>> connection from pid <:NUM:> invalidated","1"
"E120","Error in CoreDragRemoveReceiveHandler: <:NUM:>","1"
"E121","ARPT: <:NUM:>.<:NUM:>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.","9"
"E122","ARPT: <:NUM:>.<:NUM:>: IOPMPowerSource Information: <:*:> SleepType: Normal Sleep, 'ExternalConnected': <:*:> 'TimeRemaining': <:NUM:>,","15"
"E123","in6 unlink ifa: IPv6 address <:HEX:> has no prefix","9"
"E124","network changed: <:*:> <:*:> DNS! Proxy SMB","1"
"E125","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<:NUM:> ""The request timed out."" UserInfo={NSUnderlyingError=<:HEX:> {Error Domain=kCFErrorDomainCFNetwork Code=<:NUM:> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://<*>/dispatcher.arpc, NSErrorFailingURLKey=https://<*>/dispatcher.arpc, kCFStreamErrorCodeKey=<:NUM:>, kCFStreamErrorDomainKey=<:NUM:>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://<*>/dispatcher.arpc, NSErrorFailingURLKey=https://<*>/dispatcher.arpc, kCFStreamErrorDomainKey=<:NUM:>, kCFStreamErrorCodeKey=<:NUM:>, NSLocalizedDescription=The request timed out.}","1"
"E126","device generate lock screen screenshot: authw <:HEX:>(<:NUM:>)[<:NUM:>, <:NUM:>, <:NUM:>, <:NUM:>] shield <:HEX:>(<:NUM:>), dev [<:NUM:>,<:NUM:>]","3"
"E127","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> ksfetch[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] KSHelperReceiveAllData() KSHelperTool read <:NUM:> bytes from stdin.","3"
"E128","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] FigAgglomeratorSetObjectForKey signalled err=<:NUM:> (kFigStringConformerError ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line <:NUM:>","11"
"E129","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> : BTLE scanner Powered <:*:>","8"
"E130","PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<:NUM:> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<:HEX:> {Error Domain=kCFErrorDomainCFNetwork Code=<:NUM:> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>/dispatcher.arpc, NSErrorFailingURLKey=https://<*>/dispatcher.arpc, kCFStreamErrorCodeKey=<:NUM:>, kCFStreamErrorDomainKey=<:NUM:>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>/dispatcher.arpc, NSErrorFailingURLKey=https://<*>/dispatcher.arpc, kCFStreamErrorDomainKey=<:NUM:>, kCFStreamErrorCodeKey=<:NUM:>, NSLocalizedDescription=The Internet connection appears to be offline.}","2"
"E131","ARPT: <:NUM:>.<:NUM:>: AQM agg params <:HEX:> maxlen hi/lo <:HEX:> <:HEX:> minlen <:HEX:> adjlen <:HEX:>","7"
"E132","Received Capture Event","15"
"E133","Sandbox: <:*:> deny(<:NUM:>) <:*:> <:*:>","30"
"E134","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification","23"
"E135","sigio handler: sigio handler active != <:NUM:>","5"
"E136","############################## getSysMsgList","10"
"E137","Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","2"
"E138","Wake reason: ?","2"
"E139","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> : Scanning mode Contacts Only","7"
"E140","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> : <:*:> <:*:> <:*:>","7"
"E141","wake time set <:NUM:>.<:NUM:> s","3"
"E142","[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.","1"
"E143","AppleCamIn::handleWakeEvent gated","15"
"E144","IOPMrootDomain: idle cancel, state <:NUM:>","3"
"E145","ARPT: <:NUM:>.<:NUM:>: ARPT: Wake Reason: Wake on <:*:> <:*:>","6"
"E146","hibernate alloc pages act <:NUM:>, inact <:NUM:>, anon <:NUM:>, throt <:NUM:>, spec <:NUM:>, wire <:NUM:>, wireinit <:NUM:>","2"
"E147","hibernate teardown pmap structs done: last valid compact indx <:NUM:>","1"
"E148","enabling pid=<:NUM:> for plug-in <*>(<:NUM:>.<:NUM:>) 131FE7ED-87F7-471D-<:NUM:>-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/<*>","1"
"E149","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<:HEX:> ticketStore=<KSPersistentTicketStore:<:HEX:> store=<KSKeyedPersistentStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:<:HEX:> delegate=<KSUpdateEngine:<:HEX:>> isProcessing=NO actionsCompleted=<:NUM:> progress=<:NUM:>.<:NUM:> errors=<:NUM:> currentActionErrors=<:NUM:> events=<:NUM:> currentActionEvents=<:NUM:> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<:HEX:> path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=<:NUM:> >","1"
"E150","<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> GoogleSoftwareUpdateAgent[<:NUM:>/<:HEX:>] [lvl=<:NUM:>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.","1"
"E151","[<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:>] itemasync <:*:> signalled err=<:NUM:> (kFigBaseObjectError Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer Async.c line <:NUM:>","8"
"E152","Opened file /var/log/SleepWakeStacks.bin, size <:NUM:>, extents <:NUM:>, maxio <:NUM:> ssd <:NUM:>","2"
"E153","NETWORK: no response from server, reachability, <:NUM:>, queryRetries, <:NUM:>","4"
"E154","Unexpected payload found for message <:NUM:>, dataLen <:NUM:>","2"
"E155","CCFile::captureLog","17"
"E156","en0: Supported channels <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:> <:NUM:>","2"
"E157","ARPT: <:NUM:>.<:NUM:>: AirPort Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake","12"
"E158","Internal name did not resolve to internal address!","1"
"E159","Service exited with abnormal code: <:NUM:>","1"
"E160","Central manager is not powered on","1"
"E161","CCFile::captureLogRun Skipping current file Dir file [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-CCIOReporter-<:NUM:>.xml, Current File [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-CCIOReporter-<:NUM:>.xml","1"
"E162","<:NUM:>-[NETClientConnection evaluateCrazyIvan46] block invoke CI46 - Hit by torpedo! QQ.<:NUM:> <:*:> <*>:<:NUM:>","1"
"E163","CCFile::copyFile fileName is [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-io80211Family-<:NUM:>.pcapng, source path:/var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-io80211Family-<:NUM:>.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]=AssocFail:sts:<:NUM:> rsn:<:NUM:>/IO80211AWDLPeerManager//[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-io80211Family-<:NUM:>.pcapng","1"
"E164","ARPT: <:NUM:>.<:NUM:>: framerdy <:HEX:> bmccmd <:NUM:> framecnt <:NUM:>","8"
"E165","<IMMacNotificationCenterManager: <:HEX:>>: DND Enabled: YES","1"
"E166","<:NUM:>:<:NUM:>:<:NUM:>.<:NUM:> : Starting AirDrop server for user <:NUM:> on wake","2"
"E167","ARPT: <:NUM:>.<:NUM:>: wl0: setup keepalive: <:*:> IP: <*>","11"
"E168","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <:NUM:> bytes @ <:NUM:> took <:NUM:>.<:NUM:> secs. to complete, <:NUM:> reads >= <:NUM:> sec.","1"
"E169","network changed: <:*:> <:*:> <:*:> Proxy SMB","5"
"E170","CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions","9"
"E171","CCFile::copyFile fileName is [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-AirPortBrcm4360 Logs-<:NUM:>.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-AirPortBrcm4360 Logs-<:NUM:>.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]=AuthFail:sts:<:NUM:> rsn:<:NUM:>/DriverLogs//[<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-AirPortBrcm4360 Logs-<:NUM:>.txt","3"
"E172","CCLogTap::profileRemoved, Owner: <*>, Name: OneStats","1"
"E173","<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <:NUM:> bytes @ <:NUM:> took <:NUM:>.<:NUM:> <:*:> to complete, <:NUM:> reads >= <:*:> sec.","2"
"E174","CCFile::captureLogRun Skipping current file Dir file [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-AirPortBrcm4360 Logs-<:NUM:>.txt, Current File [<:NUM:>-<:NUM:>-<:NUM:> <:NUM:>,<:NUM:>,<:NUM:>.<:NUM:>]-AirPortBrcm4360 Logs-<:NUM:>.txt","16"
