"EventId","EventTemplate","Occurrences"
"E56","Ido chip status changed: FF:F2:9F:<:NUM:>:E2:<:NUM:>:<:NUM:>:0D:<:NUM:>:E9:1D:DC ip= <:IP:> v= <:NUM:> t= <:NUM:> status= M Fri Jul <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> PDT <:NUM:>","1"
"E57","Can not get assembly information for node card","6"
"E58","ciod: Missing or invalid fields on line <:NUM:> of node map file /home/auselton/bgl/64mps.sequential.mapfile","1"
"E59","<:NUM:> torus receiver z+ input pipe error( s) ( dcr <:HEX:>) detected and corrected","1"
"E60","ciod: duplicate canonical-rank <:NUM:> to logical-rank <:NUM:> mapping at line <:NUM:> of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map","1"
"E61","ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required","1"
"E62","ciod: Error loading <:*:> <:*:> invalid or missing program image, No such file or directory","2"
"E63","rts panic! - stopping execution","2"
"E64","ciod: Error creating node map from file /home/pakin1/sweep3d-<:NUM:>.2b/results/random1-8x32x32x2.map: Permission denied","1"
"E65","ciod: <:*:> <:*:> <:NUM:> <:*:> <:*:> <:*:> <:*:> at line <:NUM:> of node map file <:*:>","1"
"E66","rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type= <:NUM:>, cpu= <:NUM:>, index= <:NUM:>, total= <:NUM:>","1"
"E67","<:NUM:> floating point alignment exceptions","121"
"E68","New ido chip inserted into the database: FF:F2:9F:<:NUM:>:1F:<:NUM:>:<:NUM:>:0D:<:NUM:>:EA:E0:8D ip= <:IP:> v= <:NUM:> t= <:NUM:>","1"
"E69","New ido chip inserted into the database: <:*:> ip= <:IP:> v= <:NUM:> t= <:NUM:>","2"
"E70","NodeCard is not fully functional","1"
"E71","Node card status: ALERT <:NUM:>, ALERT <:NUM:>, ALERT <:NUM:>, ALERT <:NUM:> is ( are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <:NUM:>.<:NUM:> volt rail is OK. The <:NUM:>.<:NUM:> volt rail is OK.","1"
"E72","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid <:SEQ:>, found <:SEQ:>","1"
"E73","idoproxydb hit ASSERT condition: ASSERT expression= <:NUM:> Source file= idotransportmgr.cpp Source line= <:NUM:> Function= int IdoTransportMgr::SendPacket( IdoUdpMgr*, BglCtlPavTrace*)","35"
"E74","Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <:NUM:>.<:NUM:> volt rail is OK. The <:NUM:>.<:NUM:> volt rail is OK.","5"
"E75","Node card VPD check: <:*:> node in processor card slot <:*:> do not match. VPD ecid <:SEQ:>, found <:SEQ:>","8"
"E76","Ido chip status changed: <:*:> ip= <:IP:> v= <:NUM:> t= <:NUM:> status= M <:*:> <:*:> <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> PDT <:NUM:>","4"
"E77","PrepareForService shutting down NodeCard( mLctn( R25-M1-N2) , mCardSernum( <:SEQ:>) , mLp( FF:F2:9F:<:NUM:>:CF:0F:<:NUM:>:0D:<:NUM:>:E9:<:NUM:>:F0) , mIp( <:IP:>) , mType( <:NUM:>) ) as part of Service Action <:NUM:>","1"
"E78","rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-","1"
"E79","<:NUM:> tree receiver <:NUM:> in re-synch state event( s) ( dcr <:HEX:>) detected","3"
"E80","ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb <:NUM:> <:NUM:>/allreduce.rts: invalid or missing program image, Exec format error","15"
"E81","ciod: LOGIN chdir( pwd) failed: No such file or directory","2"
"E82","ciod: Error reading message prefix after LOAD MESSAGE on CioStream socket to <:IP:>:<:NUM:>: Link has been severed","9"
"E83","ciod: Missing or invalid fields on line <:NUM:> of node map file <:*:>","1"
"E84","rts: kernel terminated for reason <:NUM:>","6"
"E85","ciod: LOGIN chdir( <:*:> failed: No such file or directory","8"
"E86","ciod: generated <:NUM:> core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm chkpt/run/sppm","5"
"E87","ciod: LOGIN chdir( <:*:> <:*:> failed: No such file or directory","4"
"E88","ciod: generated <:NUM:> core files for program <:*:> <:*:>","13"
"E89","iar 003a90fc dear 00b360e8","1"
"E90","iar <:*:> dear <:*:>","207"
"E91","NFS Mount failed on bglio716, slept <:NUM:> seconds, retrying ( <:NUM:>)","1"
"E92","NFS Mount failed on <:*:> slept <:NUM:> seconds, retrying ( <:NUM:>)","1"
"E93","Lustre mount FAILED : bglio559 : point /p/gb1","1"
"E94","Lustre mount FAILED : <:*:> : point /p/gb1","8"
"E95","<:NUM:> torus receiver <:*:> input pipe error( s) ( dcr <:HEX:>) detected and corrected","3"
"E96","ciod: pollControlDescriptors: Detected the debugger died.","3"
"E97","ciod: In packet from node <:NUM:>.<:NUM:> ( R62-M1-Nf-C:J03-U11) , message code <:NUM:> is not <:NUM:> or <:NUM:> ( softheader= <:SEQ:>)","1"
"E98","suppressing further interrupts of same type","2"
"E99","ciod: LOGIN chdir( /home/spelce1/UMT2K/umt2k/ckpt umt2k src/TEST/NEW TEST) failed: No such file or directory","2"
"E100","ciod: <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> No such file or directory","3"
"E101","rts: bad message header: expecting type <:NUM:> instead of type <:NUM:> ( softheader= <:SEQ:>) PSR0= 00001f01 PSR1= <:NUM:> PRXF= <:NUM:> PIXF= <:NUM:>","1"
"E102","ciod: generated <:NUM:> core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV","1"
"E103","ciod: generated <:NUM:> core files for program /home/spelce1/HPCC IBM/TomAndJeff/bin/tested copro/tested copro.rts","1"
"E104","critical input interrupt ( unit= <:HEX:> bit= <:HEX:>) : warning for torus y+ wire","1"
"E105","ciod: Error loading /home/spelce1/HPCC IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied","1"
"E106","ciod: Error loading /home/spelce1/HPCC <:*:> invalid or missing program image, Permission denied","4"
"E107","ciod: Error loading /bgl/apps/followup/SPASM/spasm.<:NUM:>: invalid or missing program image, Permission denied","2"
"E108","ciod: Error loading /bgl/apps/followup/MINIBEN/MB <:NUM:> <:NUM:>/torus-latency.rts: invalid or missing program image, No such file or directory","1"
"E109","ciod: generated <:NUM:> core files for program /home/spelce1/HPCC <:*:> <:*:> <:*:>","2"
"E110","data cache search parity error detected. attempting to correct","6"
"E111","shutdown complete","1"
"E112","ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error","2"
"E113","ciod: generated <:NUM:> core files for program <:*:>","5"
"E114","ciod: Error loading <:*:> <:*:> <:*:> invalid or missing program image, No such file or directory","1"
"E115","critical input interrupt ( unit= <:HEX:> bit= <:HEX:>) : warning for torus <:*:> wire","1"
"E116","Error receiving packet on tree network, expecting type <:NUM:> instead of type <:NUM:> ( softheader= <:SEQ:>) PSR0= 00001f01 PSR1= <:NUM:> PRXF= <:NUM:> PIXF= <:NUM:>","3"
"E117","ciod: Error loading /home/spelce1/HPCC IBM/Urgent/COP/64K/hpcc-<:NUM:>.<:NUM:>.<:NUM:>.<:NUM:> opt essl cpm: invalid or missing program image, Permission denied","1"
"E118","ciod: Error loading <:*:> <:*:> invalid or missing program image, Permission denied","7"
"E119","ciod: Error loading <:*:> invalid or missing program image, Permission denied","4"
"E120","<:NUM:> L3 EDRAM error( s) ( dcr <:HEX:>) detected and corrected","1"
"E121","ciod: generated <:NUM:> core files for program <:*:> <:*:> <:*:> <:*:>","1"
"E122","Error receiving packet on tree network, expecting type <:NUM:> instead of type <:NUM:> ( softheader= <:SEQ:>) PSR0= <:*:> PSR1= <:NUM:> PRXF= <:NUM:> PIXF= <:NUM:>","2"
"E123","critical input interrupt ( unit= <:HEX:> bit= <:HEX:>) : warning for torus z+ wire, suppressing further interrupts of same type","1"
"E124","ciod: generated <:NUM:> core files for program /bgl/apps/followup/SPaSM static/SPaSM mpi.rel2","1"
"E125","<:NUM:> torus sender z- retransmission error( s) ( dcr <:HEX:>) detected and corrected over <:NUM:> seconds","2"
"E126","ciod: Received signal <:NUM:>, code= <:NUM:>, errno= <:NUM:>, address= <:HEX:>","16"
"E127","Lustre mount FAILED : bglio78 : block id : location","1"
"E128","MACHINE CHECK DCR read timeout ( mc= e08x iar <:HEX:> lr <:HEX:>)","7"
"E129","ciod: Error reading message prefix on CioStream socket to <:IP:>:<:NUM:>, Connection timed out","2"
"E130","ciod: Error reading message prefix on CioStream socket to <:IP:>:<:NUM:>, Connection reset by peer","4"
"E131","dbcr0= <:HEX:> dbsr= <:HEX:> ccr0= <:HEX:>","1"
"E132","ciod: Error reading message prefix on CioStream socket to <:IP:>:<:NUM:>, <:*:> <:*:> <:*:> <:*:>","8"
"E133","r24= <:HEX:> r25= <:HEX:> r26= <:HEX:> r27= <:HEX:>","1"
"E134","<:NUM:> tree receiver <:NUM:> in re-synch state event( s) ( dcr <:HEX:>) detected over <:NUM:> seconds","2"
"E135","<:NUM:> microseconds spent in the rbs signal handler during <:NUM:> calls. <:NUM:> microseconds was the maximum time for a single instance of a correctable ddr.","51"
"E136","<:NUM:> total interrupts. <:NUM:> critical input interrupts. <:NUM:> microseconds total spent on critical input interrupts, <:NUM:> microseconds max time in a critical input interrupt.","71"
"E137","<:NUM:> ddr error( s) detected and corrected on rank <:NUM:>, symbol <:NUM:> over <:NUM:> seconds","7"
"E138","PrepareForService shutting down Node card( mLctn( R10-M1-N2) , mCardSernum( <:SEQ:>) , mLp( FF:F2:9F:<:NUM:>:E0:DA:<:NUM:>:0D:<:NUM:>:E9:1F:<:NUM:>) , mIp( <:IP:>) , mType( <:NUM:>) ) as part of Service Action <:NUM:>","1"
"E139","Kernel detected <:NUM:> integer alignment exceptions ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:> ( <:NUM:>) iar <:HEX:>, dear <:HEX:>","9"
"E140","total of <:NUM:> ddr error( s) detected and corrected over <:NUM:> seconds","4"
"E141","minus normalized number.. .. .. .. .. .. .. .. .. <:NUM:>","1"
"E142","Lustre mount FAILED : <:*:> : block id : location","1"
"E143","fraction rounded.. .. .. .. .. .. .. .. .. .. .. .. .<:NUM:>","1"
"E144","critical input interrupt ( unit= <:HEX:> bit= <:HEX:>) : warning for <:*:> <:*:> wire, suppressing further interrupts of same type","2"
"E145","size of scratchpad portion of L3.. .. .. .. .<:NUM:> ( 0M)","1"
"E146","ciod: LOGIN chdir( /p/gb1/stella/RAPTOR/<:NUM:>) failed: Input/output error","1"
"E147","<:NUM:> L3 EDRAM error( s) ( dcr <:HEX:>) detected and corrected over <:NUM:> seconds","1"
"E148","ciod: generated <:NUM:> core files for program <:*:> static/SPaSM <:*:>","1"
"E149","ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.<:NUM:>.exe: program image too big, <:NUM:> > <:NUM:>","1"
"E150","fpr29= <:HEX:> <:SEQ:>","1"
"E151","Machine State Register: <:HEX:>","1"
