"EventId","EventTemplate","Occurrences"
"E71","isSimPinSecure mSimDatas is null or empty","1"
"E72","registerCallback not in UI.","3"
"E73","<*>: Must execute in UI","3"
"E74","*** register callback for <*>@<*>","1"
"E75","*** <:*:> callback for <:*:>","2"
"E76","[PhoneIntfMgr] getDataEnabled: subId= <*> phoneId= <*>","1"
"E77","[PhoneIntfMgr] getDataEnabled: subId= <*> <:*:> <:*:>","1"
"E78","onInterceptTouchEvent MotionEvent { action= ACTION DOWN, actionButton= <*>, id[<*>]= <*>, x[<*>]= <*>.<*>, y[<*>]= <*>.<*>, toolType[<*>]= TOOL TYPE FINGER, buttonState= <*>, metaState= <*>, flags= <*>, edgeFlags= <*>, pointerCount= <*>, historySize= <*>, eventTime= <*>, downTime= <*>, deviceId= <*>, source= <*> }, mBlockTouches= false","1"
"E79","onInterceptTouchEvent MotionEvent { action= ACTION <:*:> actionButton= <*>, id[<*>]= <*>, x[<*>]= <*>.<*>, y[<*>]= <*>.<*>, toolType[<*>]= TOOL TYPE FINGER, buttonState= <*>, metaState= <*>, flags= <*>, edgeFlags= <*>, pointerCount= <*>, historySize= <*>, eventTime= <*>, downTime= <*>, deviceId= <*>, source= <*> }, mBlockTouches= false","3"
"E80","playSoundEffect effectType: <*>","10"
"E81","animateCollapsePanels: flags= <*>, force= true, delayed= true, mExpandedVisible= true","1"
"E82","START u0 {act= <*> flg= <*> cmp= <*>/.activity.SplashActivity ( has extras) } from uid <*> on display <*>","1"
"E83","ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>","4"
"E84","onNotificationClick called","2"
"E85","cancelNotification,index: <*>","1"
"E86","cancelNotification,cancelNotificationLocked,callingUid = <*>,callingPid = <*>","2"
"E87","cancelNotificationLocked called,tell the app,reason = <*>","2"
"E88","cancelNotificationLocked: <*>|<*>|<*>|null|<*>","2"
"E89","cancelNotificationLocked,remove = <*>","2"
"E90","applyOptionsLocked: Unknown animationType= <*>","2"
"E91","flingToHeight: vel= <*>.<*>, expand= <:*:> target= <*>.<*>, collapseSpeedUpFactor= <*>.<*>, expandBecauseOfFalsing= false","1"
"E92","Taking screenshot from Surface with crop: [Rect( <*>, <*> - <*>, <*>) ], width: [<*>], height: [<*>], minLayer: [<*>], maxLayer: [<*>], inRotation: [false], rot: [<*>]","4"
"E93","removeNotification: <*>|<*>|<*>|null|<*>","2"
"E94","updateNotificationShade: total= <*>, active= <*>","13"
"E95","animateCollapsePanels: flags= <*>, force= <:*:> delayed= <:*:> mExpandedVisible= true","1"
"E96","The change in focus caused us to need to do a layout begin","1"
"E97","The change in focus caused us to need to do a layout <:*:>","11"
"E98","setLightsOn( true)","181"
"E99","removeNotificationChildren","12"
"E100","Skipping, withExcluded: false, tr.intent: Intent { flg= <*> cmp= <*>/.recents.RecentsActivity bnds= [<*>,<*>][<*>,<*>] }","14"
"E101","Skipping, withExcluded: false, tr.intent: Intent { act= <*> flg= <*> cmp= <*>/.InCallActivity ( has extras) }","14"
"E102","Skipping, withExcluded: false, tr.intent: Intent { flg= <*> cmp= <*>/.<*> ( has extras) }","21"
"E103","Skipping, withExcluded: false, tr.intent: Intent { act= <*> dat= tel: xxxxxxxxxxx flg= <*> cmp= <*>/.ChooseSubActivity ( has extras) }","7"
"E104","Skipping, withExcluded: false, tr.intent: Intent { act= <*> dat= file: //<*>.apk typ= application<*>.android.package-archive flg= <*> cmp= <*>/.PackageInstallerActivity ( has extras) }","7"
"E105","getRecentTasks: num= <*>,flags= <*>,totalTasks= <*>","14"
"E106","getRecentTasks: topActivity= ComponentInfo{<*><*>.<*>}","14"
"E107","cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg = <*>,id = <*>","20"
"E108","cancelNotification,index: <:*:>","22"
"E109","makeExpandedInvisible: mExpandedVisible= true","3"
"E110","closeQs","12"
"E111","instantCollapse","9"
"E112","disable: < expand <:*:> alerts <:*:> <:*:> back home recent clock navigationbar search quick settings >","5"
"E113","getTasks: caller <*> does not hold REAL GET TASKS; limiting output","37"
"E114","isMusicActive...","12"
"E115","Start dump, calling from : pid= <*>, uid= <*>","1"
"E116","acquire lock= <*>, flags= <*>, tag= <:*:> name= android, ws= <:*:> uid= <*>, pid= <*>","2"
"E117","setWiredDeviceConnectionState type: -<*> state: <*>","1"
"E118","setWiredDeviceConnectionState type: <:*:> state: <*>","1"
"E119","ActivityManagerService,attachApplication,callingPid = <*>","4"
"E120","acquire lock= <*>, flags= <*>, tag= <:*:> name= <:*:> ws= <:*:> uid= <*>, pid= <*>","11"
"E121","isBluetoothA2dpOn...","1"
"E122","isBluetoothScoOn...","1"
"E123","getLastAudibleStreamVolume treamType: <*>","9"
"E124","getDevicesForStream streamType: <*>","2"
"E125","cleanUpApplicationRecord -- <*>","6"
"E126","cleanUpApplicationRecordLocked, pid: <*>, restart: false","6"
"E127","cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>","6"
"E128","stopWifiDisplayScanLocked record.mWifiDisplayScanRequested= false","6"
"E129","stopWifiDisplayScanLocked mWifiDisplayScanRequestCount= <*>","6"
"E130","getMode...","1"
"E131","setSpeakerphoneOn on: true","2"
"E132","sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}},repeatInterval = <*>,listenerTag = time tick","3"
"E133","Received TIME TICK alarm; rescheduling","3"
"E134","scheduleTimeTickEvent triggerAtTime = <*>","3"
"E135","received broadcast <*>","4"
"E136","handleTimeUpdate","3"
"E137","Destroying surface Surface( name= PopupWindow: <*>) called by <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*>","14"
"E138","sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}},repeatInterval = <*>,listenerTag = null","2"
"E139","Killing <*>: <*><*> ( adj <*>) : empty for 1810s","1"
"E140","Unable to start service Intent { act= <*> cmp= <*><*>.<*> } U= <*>: not found","1"
"E141","unregisterAudioFocusListener...","1"
"E142","abandonAudioFocus","1"
"E143","[HSM] stayAwake false uid: <*>, pid: <*>","1"
"E144","Pid: <*> MediaPlayer destructor","1"
"E145","Process <*>: qzone ( pid <*>) has died","1"
"E146","Scheduling restart of crashed service <*><*>.<*> in 1000ms","1"
"E147","new Process app= ProcessRecord{<*> <*>: <*>: qzone<*>}, name: <*>: qzone, euid: <*>","1"
"E148","Start proc <*>: <*>: qzone<*> for service <*><*>.<*>","1"
"E149","Destroying surface Surface( name= <:*:> called by <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*> <*>: <*> <:*:> <*> <*>: <*>","7"
"E150","animateCollapsePanels: flags= <*>, force= <:*:> delayed= <:*:> mExpandedVisible= <:*:>","6"
"E151","enqueueNotificationInternal: pkg= <*> id= <*> notification= Notification( pri= <*> contentView= null vibrate= [<*>] sound= null tick defaults= <*> flags= <*> color= <*> vis= PRIVATE)","1"
"E152","enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|null|<*>","2"
"E153","getRingerMode...","3"
"E154","updateLightsLocked,mInCall = false,mScreenOn = true,ledNotification = = <:*:>","3"
"E155","addNotification key= <*>|<*>|<*>|null|<*>","2"
"E156","mHeadsUpExistenceChangedRunnable","4"
"E157","Marking notification as seen <*>|<*>|<*>|null|<*>","2"
"E158","onNotificationExpansionChanged called","2"
"E159","START u0 {act= <*> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> <:*:> from uid <*> on display <*>","2"
"E160","rotationForOrientationLw( orient= <:*:> last= <*>) ; user= <*> USER ROTATION LOCKED","2"
"E161","Application requested orientation <:*:> got rotation <*> which has compatible metrics","2"
"E162","ACTIVITY check resid: <*>, size= <*>","2"
"E163","shouldBlockLocation ret: <:*:>","4"
"E164","getAllCellInfo is blocked by permission manager . callingPackage = <*>","3"
"E165","getCellLocation is blocked by permission manager uid: <*> pid: <*>","1"
"E166","isWiredHeadsetOn...","1"
"E167","setDataSource( <*>, <*>, <*>)","1"
"E168","getStreamVolume treamType: <*>","1"
"E169","updateIsPoweredLocked: wasPowered= false, mIsPowered= false, oldPlugType= <*>, mPlugType= <*>, mBatteryLevel= <*>","1"
"E170","ACTION BATTERY CHANGED AMP: <*>; Volt: <*>","1"
"E171","updateChargingLocked: charging= false","1"
"E172","onReceive, action: <*>","1"
"E173","ACTION BATTERY CHANGED pluggedType: <*>","1"
"E174","ApStaDisabledState what= <*>","1"
"E175","DefaultState what= <*>","1"
"E176","battery changed pluggedType: <*>","1"
"E177","RefreshBatteryInfo isBatteryLow: <*>","2"
"E178","ChargingSpeed Wattage: -<*> ST: <*> --> <*>","1"
"E179","handleBatteryUpdate","1"
"E180","enqueueNotificationInternal: pkg= <*> id= <*> notification= Notification( pri= <*> contentView= null vibrate= [] sound= null tick defaults= <*> flags= <*> color= <*> category= msg vis= PRIVATE)","1"
"E181","START u0 {flg= <*> cmp= <*>/.ui.LauncherUI ( has extras) } from uid <*> on display <*>","1"
"E182","startActivity called from non-Activity context; forcing Intent.FLAG ACTIVITY NEW TASK for: Intent { flg= <*> cmp= <*>/.ui.LauncherUI ( has extras) }","1"
"E183","makeExpandedInvisible: mExpandedVisible= <:*:>","1"
